lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
web/pnpm-lock.yaml,vscode-uri,3.1.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,react-doctor@0.5.8,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,web-vitals,5.3.0,Keep,LCP/INP/CLS measurement in diagnostics. Keep 5.x while tied to the current analytics integration; assess 6.2.2 API changes separately. Measurements are harder than a simple observer wrapper.,posthog-js@1.417.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,web-vitals,6.0.0,Keep,LCP/INP/CLS measurement in diagnostics. Keep 5.x while tied to the current analytics integration; assess 6.2.2 API changes separately. Measurements are harder than a simple observer wrapper.,posthog-js@1.417.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,webpack-virtual-modules,0.6.2,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,unplugin@3.0.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,when-exit,2.1.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,atomically@2.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,which,2.0.2,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,cross-spawn@7.0.6,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,word-wrap,1.2.5,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,optionator@0.9.4,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,xmlbuilder2,4.0.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@tanstack/start-plugin-core@1.171.18,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,yallist,3.1.1,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,lru-cache@5.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,yaml,2.9.0,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,agent-install@0.0.5; vite@8.0.16,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,yocto-queue,0.1.0,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,p-limit@3.1.0,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,zod-validation-error,4.0.2,Delete with owner replacement,Exclusive lockfile reachability under react-doctor. Actual replacement may introduce dependencies; this is a gross count.,eslint-plugin-react-hooks@7.1.1,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,zod,4.4.3,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,@konsistent/convention@1.0.0-beta.1; @tanstack/router-generator@1.167.17; @tanstack/router-plugin@1.168.18; @tanstack/start-plugin-core@1.171.18; eslint-plugin-react-hooks@7.1.1; konsistent@1.0.0-beta.1; zod-validation-error@4.0.2,,No OSV match on audit date; not a safety guarantee
web/pnpm-lock.yaml,zwitch,2.0.4,Keep through owner,Retain while required by parent packages. Do not fork or edit a transitive package to hide its dependency.,hast-util-to-html@9.0.5; mdast-util-to-markdown@2.1.2,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,acorn,8.18.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,acorn-loose; acorn-walk; dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,acorn-jsx,5.3.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,acorn-jsx-walk,2.0.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,acorn-loose,8.5.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,acorn-walk,8.3.5,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,ansi-styles,4.3.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,chalk,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,chalk,4.1.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,tsconfig-paths-webpack-plugin,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,color-convert,2.0.1,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,ansi-styles,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,color-name,1.1.4,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,color-convert,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,commander,15.0.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,dependency-cruiser,18.2.0,Rewrite,"Medium-effort candidate: Scope already walks the TypeScript AST. A narrow resolver using the existing TypeScript 6 API could replace the second parser/graph pass. Preserve aliases, package exports/imports, JS modes, missing-target reporting and sandbox boundaries. Keep until equivalent fixtures pass; Node and TypeScript remain.",@scope-vcs/dependency-analyzer,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,enhanced-resolve,5.24.5,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser; tsconfig-paths-webpack-plugin,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,es-errors,1.3.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,resolve,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,function-bind,1.1.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,hasown,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,global-directory,4.0.1,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,is-installed-globally,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,graceful-fs,4.2.11,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,enhanced-resolve,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,has-flag,4.0.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,supports-color,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,hasown,2.0.4,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,is-core-module,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,ignore,7.0.6,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,ini,4.1.1,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,global-directory,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,interpret,3.1.1,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,is-core-module,2.16.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,resolve,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,is-installed-globally,1.0.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,is-path-inside,4.0.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,is-installed-globally,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,json5,2.2.3,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser; tsconfig-paths,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,kleur,3.0.3,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,prompts,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,minimist,1.2.8,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,tsconfig-paths,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,path-parse,1.0.7,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,resolve,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,picomatch,4.0.5,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,prompts,2.4.2,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,rechoir,0.8.0,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,regexp-tree,0.1.27,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,safe-regex,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,resolve,1.22.12,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,rechoir,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,safe-regex,2.1.1,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
dependency-analyzer/package-lock.json,semver,7.8.5,Delete with owner replacement,Required by dependency-cruiser; remove only after the narrow TypeScript resolver replacement passes equivalence fixtures.,dependency-cruiser,,No OSV match on audit date; not a safety guarantee
